,cve_ent,poblacion,Nom_Ent,nom_mun,Total,semana f,semana g,semana 0,semana 1,semana 2,semana 3,semana 4,semana 5,semana 6,semana 7,semana 8,semana 9,semana 10,semana 11,semana 12,semana 13,semana 14,semana 15,semana 16,semana 17,semana 18,semana 19,semana 20,semana 21,semana 22,semana 23,semana 24,semana 25,semana 26,semana 27,semana 28,semana 29,semana 30,semana 31,semana 32,semana 33,semana 34,semana 35,semana 36,semana 37,semana 38,semana 39,semana 40,semana 41,semana 42,semana 43,semana 44,semana 45,semana 46,semana 47,semana 48,semana 49,semana 50,semana 51,semana 52,semana 53,semana 54,semana 55,semana 56,semana 57,semana 58,semana 59,semana 60,semana 61,semana 62
2002,28026,3817,Tamaulipas,Miquihuana,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
2003,28027,421295,Tamaulipas,Nuevo Laredo,5395,0,0,0,0,0,1,4,5,20,17,10,17,35,65,96,71,99,142,209,170,172,223,236,204,157,102,108,73,58,55,43,44,32,47,37,73,44,56,76,95,70,73,100,160,197,241,304,203,308,242,123,126,45,48,43,31,18,9,7,26,20,25,36,27,17
2004,28028,3738,Tamaulipas,Nuevo Morelos,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,2,6,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,28029,14524,Tamaulipas,Ocampo,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,4,3,3,0,1,3,4,0,0,1,2,0,3,1,2,0,0,0,1,1,0,2,1,1,3,6,2,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2006,28030,14808,Tamaulipas,Padilla,135,0,0,0,0,0,0,0,0,0,0,0,1,10,14,3,0,0,2,3,7,1,2,2,4,1,2,4,2,2,1,1,1,3,0,0,3,2,1,1,0,0,0,1,2,2,1,8,4,3,6,2,3,3,0,1,3,1,2,3,0,3,1,7,6,0
2007,28031,1840,Tamaulipas,Palmillas,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,28032,686670,Tamaulipas,Reynosa,8976,0,0,0,0,1,1,6,10,11,13,11,30,40,88,105,193,311,548,748,740,591,528,332,192,157,128,99,57,76,74,59,70,53,58,36,87,77,64,52,76,88,72,116,175,184,161,322,253,274,264,163,160,72,101,99,95,50,35,37,38,37,79,120,195,64
2009,28033,133206,Tamaulipas,Río Bravo,1125,0,0,0,0,0,0,3,4,8,1,2,5,7,27,23,50,50,77,98,78,57,47,56,25,10,20,14,4,8,3,3,4,8,10,3,8,7,13,6,19,4,4,9,9,4,17,35,38,38,53,19,24,15,6,13,9,16,5,3,7,3,6,8,12,10
2010,28034,9433,Tamaulipas,San Carlos,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,1,0,0,2,0,1,0,1,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,12,0,3,0,0,0,0,0,0,0,0
2011,28035,59215,Tamaulipas,San Fernando,689,0,0,0,0,0,0,0,0,0,0,0,0,1,10,2,1,1,1,11,36,34,35,38,31,17,27,26,22,28,36,8,17,17,10,13,9,6,3,6,7,4,3,1,8,17,27,24,30,40,17,15,8,1,3,5,5,6,3,3,6,1,5,2,2,0
2012,28036,1100,Tamaulipas,San Nicolás,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2013,28037,26467,Tamaulipas,Soto la Marina,270,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,4,6,19,20,17,6,4,6,6,1,1,1,0,0,0,5,2,1,9,0,0,3,1,3,5,5,5,7,6,13,14,20,8,5,1,1,9,10,3,7,6,10,3,1,5,5,0
2014,28038,334535,Tamaulipas,Tampico,8929,0,0,0,0,1,1,10,7,14,40,50,50,53,45,75,91,137,192,260,361,382,467,401,312,332,292,202,194,281,189,131,181,146,94,106,142,108,129,166,195,163,146,194,268,204,248,304,300,257,199,128,80,50,63,54,65,47,47,37,53,72,37,33,36,7
2015,28039,30885,Tamaulipas,Tula,137,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,0,0,0,1,5,3,7,4,10,4,2,0,0,1,2,2,0,0,0,0,1,1,0,1,0,3,2,1,3,1,4,5,10,5,10,6,8,4,7,4,2,2,6,1,1,1,0,1,0,0
2016,28040,67965,Tamaulipas,Valle Hermoso,785,0,0,0,0,0,0,0,0,0,0,1,3,3,2,8,5,5,17,41,50,37,53,44,34,28,35,22,15,15,17,7,8,10,8,5,5,12,4,11,22,11,11,20,15,14,4,30,41,28,4,4,5,1,3,4,10,9,5,5,6,6,7,7,5,3
2017,28041,367051,Tamaulipas,Victoria,8701,0,0,0,0,0,2,1,8,14,72,28,17,24,43,33,34,153,76,121,132,157,246,242,226,241,229,239,207,268,196,164,201,148,148,191,300,191,185,157,207,219,184,208,226,159,206,391,339,353,224,133,123,76,110,81,73,55,76,61,73,79,107,86,122,36
2018,28042,6563,Tamaulipas,Villagrán,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019,28043,25174,Tamaulipas,Xicoténcatl,212,0,0,0,0,0,0,1,0,0,1,7,1,0,0,0,0,2,4,2,3,14,4,15,13,4,8,13,5,6,5,6,2,1,0,7,10,11,0,0,8,3,2,3,2,0,3,13,10,2,7,0,0,0,0,1,2,0,2,0,2,2,2,0,3,0
2020,29001,12018,Tlaxcala,Amaxac de Guerrero,221,0,0,0,0,0,0,0,0,3,0,0,0,3,6,5,1,4,5,1,8,5,9,11,8,9,6,5,3,1,2,0,3,1,0,4,1,3,5,2,1,0,0,1,5,3,6,14,12,6,9,4,8,4,5,4,6,2,3,1,3,2,1,5,2,0
2021,29002,16266,Tlaxcala,Apetatitlán de Antonio Carvajal,354,0,0,0,0,0,0,0,0,1,2,0,4,3,6,6,3,12,7,12,18,12,9,12,7,3,3,2,6,5,2,5,3,4,3,6,4,4,1,6,3,3,10,7,10,9,15,21,16,11,12,13,3,3,4,2,6,5,7,6,4,3,5,5,0,0
2022,29003,7030,Tlaxcala,Atlangatepec,55,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,4,1,1,0,0,3,5,1,1,0,2,0,0,0,2,1,1,1,0,0,0,0,1,0,0,0,0,4,1,0,2,1,5,3,1,2,0,0,1,0,3,1,2,1,0,0,1,0,0,0
2023,29004,18578,Tlaxcala,Atltzayanca,57,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4,3,1,0,2,4,1,3,3,1,2,1,0,2,1,0,3,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,3,0,1,0,3,1,1,1,0,0,0,3,0,0,0,0,3,2,0
2024,29005,85176,Tlaxcala,Apizaco,2276,0,1,0,1,0,1,0,4,3,7,5,11,15,37,21,35,29,30,46,66,65,70,61,65,53,54,46,44,26,32,32,18,20,16,16,19,16,15,28,37,32,53,61,75,79,98,144,147,95,79,79,44,37,24,28,37,31,22,9,15,20,20,2,0,0
2025,29006,51966,Tlaxcala,Calpulalpan,465,0,0,0,0,0,0,0,0,0,6,8,5,7,7,5,4,4,5,7,9,12,17,14,19,13,16,13,13,10,5,8,5,5,4,1,4,7,6,1,4,5,3,7,8,11,9,14,31,19,14,12,9,5,4,8,8,4,11,5,13,6,6,5,4,0
2026,29007,18281,Tlaxcala,El Carmen Tequexquitla,94,1,0,0,0,0,0,0,0,1,0,0,0,1,5,3,1,1,5,2,6,3,8,5,3,1,1,1,4,1,0,4,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,4,4,1,3,0,1,1,1,2,2,4,3,1,2,0,1,1,0,0
2027,29008,16363,Tlaxcala,Cuapiaxtla,71,0,0,0,0,0,0,0,0,0,2,1,0,3,1,1,9,6,3,0,1,3,1,3,4,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,1,2,2,0,2,3,1,1,1,0,3,0,0,1,1,1,5,0,0,1,0,1,0,0
2028,29009,5720,Tlaxcala,Cuaxomulco,84,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,1,4,3,0,3,4,1,2,1,0,2,3,1,0,2,1,0,1,1,2,2,2,0,1,2,6,2,3,1,2,2,7,2,3,4,1,2,1,2,0,0,1,0,1,0,0,0
2029,29010,77435,Tlaxcala,Chiautempan,1336,0,0,0,0,0,0,1,1,4,2,3,10,15,16,29,20,46,46,44,45,34,29,39,28,20,15,23,18,16,5,16,9,7,8,17,8,8,20,18,21,14,10,19,42,30,43,72,77,70,65,49,47,25,18,12,20,12,13,9,12,10,11,5,9,1
2030,29011,4905,Tlaxcala,Muñoz de Domingo Arenas,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,1,0,4,1,0,1,1,2,1,1,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,1,2,5,2,1,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0
2031,29012,9409,Tlaxcala,Españita,41,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,1,0,0,1,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,1,1,4,2,2,2,2,0,1,2,0,2,0,1,0,0,0,0,0
2032,29013,100247,Tlaxcala,Huamantla,1009,0,0,0,0,0,0,2,6,1,7,2,6,8,7,16,30,29,19,29,22,32,35,41,39,16,25,22,21,18,19,13,12,1,3,4,2,4,3,14,16,9,8,26,17,32,24,56,29,47,29,25,31,26,25,14,16,9,12,13,15,9,4,4,4,1
2033,29014,15578,Tlaxcala,Hueyotlipan,100,0,0,0,0,0,0,2,3,1,4,6,2,2,1,3,5,1,2,0,0,0,3,1,4,0,1,1,0,1,0,2,0,1,0,1,1,1,0,0,2,0,1,3,7,3,1,7,3,2,0,4,3,0,0,2,0,6,3,1,0,0,1,1,0,1
2034,29015,41831,Tlaxcala,Ixtacuixtla de Mariano Matamoros,490,0,0,0,0,0,0,0,0,0,1,2,5,11,1,4,7,5,7,10,6,6,6,10,15,9,9,17,2,13,14,5,9,6,6,7,14,6,10,4,3,0,12,3,13,17,18,28,20,18,30,16,21,8,13,7,7,2,2,4,1,1,5,4,7,3
2035,29016,7759,Tlaxcala,Ixtenco,89,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,3,1,0,4,6,2,5,6,1,2,2,0,0,2,2,1,0,1,2,0,1,0,3,1,0,0,1,1,0,1,4,1,5,5,7,2,2,0,0,3,0,3,1,2,0,0,1,0,0
2036,29017,11601,Tlaxcala,Mazatecochco de José María Morelos,44,0,0,0,0,0,0,0,0,0,1,1,1,2,0,2,2,3,2,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,1,0,1,0,0,0,1,1,1,2,2,1,0,0,1,1,1,1,0,1,0,2,4,2,1,0,0,1,0,0,0,0
2037,29018,41267,Tlaxcala,Contla de Juan Cuamatzi,522,0,0,0,0,0,0,0,0,2,0,1,6,4,13,11,13,12,12,25,20,15,32,20,26,12,13,17,7,4,7,3,1,5,1,4,6,4,2,3,3,5,4,3,14,14,20,38,19,12,9,12,6,5,3,1,6,8,0,5,22,4,3,4,1,0
2038,29019,22733,Tlaxcala,Tepetitla de Lardizábal,189,0,0,0,0,0,0,0,0,0,2,2,2,1,3,4,3,8,6,4,1,1,1,3,2,5,2,5,1,5,0,1,2,3,0,0,5,2,2,1,0,2,2,3,6,3,11,5,6,6,4,3,8,6,3,5,1,3,6,1,4,9,7,3,2,3
2039,29020,10588,Tlaxcala,Sanctórum de Lázaro Cárdenas,51,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,2,0,0,2,2,2,0,2,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,2,2,2,1,0,0,1,3,2,2,0,1,1,1,1,0,2,2,2,0,0,1,0,0
2040,29021,19402,Tlaxcala,Nanacamilpa de Mariano Arista,135,0,0,0,0,0,0,0,0,0,1,2,2,3,3,0,2,1,1,3,5,2,6,0,3,3,1,3,2,2,1,2,3,0,0,0,0,1,1,1,3,1,0,3,2,6,7,5,7,5,7,6,2,2,1,1,3,1,6,7,4,0,0,0,2,0
2041,29022,6934,Tlaxcala,Acuamanala de Miguel Hidalgo,95,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,2,3,2,3,1,2,1,3,1,0,0,0,1,0,1,0,1,0,1,1,1,0,3,5,2,7,8,8,7,7,4,2,3,1,2,0,0,2,0,0,0,1,0,0,1
2042,29023,27294,Tlaxcala,Natívitas,225,0,0,0,0,0,0,0,0,1,4,2,2,5,7,3,3,3,4,6,7,8,13,7,6,6,6,3,3,1,2,2,2,1,1,1,1,4,1,2,5,2,6,6,10,2,8,5,8,10,10,7,4,2,2,8,1,0,1,0,5,2,3,0,1,0
2043,29024,29017,Tlaxcala,Panotla,430,0,0,0,0,0,0,0,5,0,2,3,2,4,7,5,4,5,7,6,7,9,13,13,10,4,11,8,2,5,3,2,9,3,5,2,3,4,2,2,7,4,6,15,15,20,10,25,26,16,9,15,8,3,5,14,8,13,11,4,8,7,3,5,6,0
2044,29025,82542,Tlaxcala,San Pablo del Monte,612,0,0,0,0,0,0,0,2,3,3,5,6,11,17,13,10,17,12,10,11,7,17,10,18,14,9,14,10,5,3,4,1,6,5,3,3,4,4,4,6,3,9,5,15,11,15,22,28,33,19,20,17,14,17,17,19,15,24,8,11,7,9,3,3,1
2045,29026,22062,Tlaxcala,Santa Cruz Tlaxcala,339,0,0,0,0,0,1,1,0,2,0,0,1,3,2,7,4,6,4,9,15,7,14,8,6,14,12,8,7,3,0,2,0,1,1,1,1,4,8,12,6,5,6,3,6,5,16,21,13,11,4,14,17,2,9,0,2,10,5,4,5,2,7,0,1,1
2046,29027,13938,Tlaxcala,Tenancingo,161,0,0,0,0,0,0,0,0,1,1,0,2,1,2,6,2,5,3,7,6,0,2,11,1,5,2,0,4,2,0,0,0,1,0,3,0,0,1,0,5,4,3,0,3,5,2,11,5,15,3,6,2,7,3,3,3,1,0,1,1,1,2,4,1,2
2047,29028,26065,Tlaxcala,Teolocholco,364,0,0,0,0,0,0,2,1,3,0,0,1,4,3,5,2,5,5,5,7,7,13,6,4,6,0,6,2,2,3,5,1,3,3,3,2,6,1,3,1,3,1,2,1,4,21,20,37,27,20,20,17,10,7,8,7,5,9,3,10,4,5,0,3,0
2048,29029,14396,Tlaxcala,Tepeyanco,264,0,0,0,0,0,1,0,0,0,2,3,2,6,3,3,0,4,3,4,3,3,8,7,3,11,2,3,10,7,6,5,3,1,0,0,2,3,2,2,7,3,4,3,4,6,9,10,27,18,12,15,6,5,3,1,0,2,2,2,5,1,4,2,0,1
2049,29030,16330,Tlaxcala,Terrenate,117,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,2,1,0,3,3,1,2,3,3,2,3,5,0,0,0,1,1,8,2,0,5,3,2,10,2,1,1,3,5,4,0,4,3,7,4,1,1,2,2,1,2,4,3,2,0,0,1,0,0,0
2050,29031,34866,Tlaxcala,Tetla de la Solidaridad,430,0,0,0,0,0,0,0,1,1,5,1,2,0,2,3,5,8,7,10,8,16,14,5,10,11,11,6,7,13,2,3,1,5,6,4,6,4,6,3,9,1,6,14,11,14,14,32,27,19,17,15,15,9,7,4,7,6,5,0,4,3,2,1,2,0
2051,29032,15237,Tlaxcala,Tetlatlahuca,124,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,4,3,6,7,5,1,4,0,7,3,2,0,5,3,1,0,3,2,2,0,2,0,1,1,2,0,2,2,3,3,3,4,4,9,2,5,1,1,0,2,0,5,0,1,0,2,2,1,1,0
2052,29033,103435,Tlaxcala,Tlaxcala,3608,0,0,0,0,0,1,4,2,4,9,16,20,40,49,53,53,64,72,96,93,84,122,89,82,68,69,61,64,43,36,48,41,27,30,38,36,50,52,68,72,26,44,74,151,114,156,158,188,166,100,122,83,52,40,41,60,58,57,38,34,25,30,17,14,4
2053,29034,45726,Tlaxcala,Tlaxco,406,0,0,0,0,0,0,0,0,4,1,4,2,6,3,4,6,1,2,9,18,11,13,22,21,12,8,5,8,18,4,2,7,0,0,5,0,2,0,1,7,2,1,2,6,10,17,18,20,20,22,13,12,3,8,11,9,7,8,0,5,3,1,0,2,0
2054,29035,6306,Tlaxcala,Tocatlán,81,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,2,0,1,1,2,3,3,4,1,6,3,2,1,2,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5,2,2,5,9,6,1,1,1,0,0,0,1,0,1,0,0,0,0
2055,29036,24161,Tlaxcala,Totolac,445,0,0,0,0,0,0,1,0,0,1,0,2,10,2,14,12,3,9,14,19,18,12,9,9,7,3,7,7,4,4,3,6,6,1,5,6,1,4,11,2,5,6,7,6,8,23,19,16,22,13,21,8,6,10,4,3,16,24,7,5,3,0,0,1,0
2056,29037,9486,Tlaxcala,Ziltlaltépec de Trinidad Sánchez Santos,50,0,0,0,0,0,0,0,0,0,0,1,4,4,3,0,0,1,0,3,1,3,2,2,2,1,2,0,1,0,0,0,0,1,0,1,0,2,0,3,0,0,0,0,0,0,0,1,1,0,1,2,0,2,0,0,1,2,2,0,1,0,0,0,0,0
2057,29038,18563,Tlaxcala,Tzompantepec,334,0,1,0,0,0,0,0,0,0,0,0,2,1,1,3,2,5,6,8,11,11,5,6,12,6,3,5,9,19,2,3,3,4,5,8,9,2,6,7,4,1,5,3,16,12,7,16,8,16,10,21,4,7,3,7,5,2,7,3,4,4,4,0,0,0
2058,29039,25784,Tlaxcala,Xaloztoc,320,0,1,0,0,0,0,1,0,1,2,0,0,0,1,2,3,2,7,10,14,6,11,8,10,8,7,1,8,6,1,2,3,2,4,1,3,0,4,7,4,5,5,11,16,6,9,12,18,17,9,16,10,2,2,1,3,6,3,6,3,9,5,5,1,0
2059,29040,11627,Tlaxcala,Xaltocan,143,0,0,0,0,0,0,0,0,0,1,2,1,2,2,5,5,2,2,0,3,6,3,1,3,3,3,4,9,2,2,2,1,3,2,3,0,0,0,1,2,0,3,2,2,5,3,8,10,8,2,5,3,0,3,4,4,1,2,1,1,0,0,1,0,0
2060,29041,32591,Tlaxcala,Papalotla de Xicohténcatl,463,0,0,0,0,0,0,1,2,1,2,3,2,7,4,5,5,4,13,8,9,5,6,12,10,7,11,10,6,3,2,2,7,4,4,7,2,1,0,5,3,4,4,12,7,13,14,13,18,36,21,17,12,8,18,10,11,10,9,13,10,8,9,5,7,1
2061,29042,14770,Tlaxcala,Xicohtzinco,255,0,0,0,0,0,0,0,0,2,0,4,2,1,5,3,5,1,1,1,8,4,10,5,6,6,2,3,2,0,1,1,1,3,2,4,1,2,6,4,3,3,1,5,10,5,8,12,11,17,17,7,10,2,7,6,4,10,3,2,5,3,0,6,2,0
2062,29043,41773,Tlaxcala,Yauhquemehcan,619,0,1,1,1,0,0,0,2,1,4,2,4,2,15,12,9,13,7,15,12,17,13,12,9,8,9,12,14,8,8,9,6,4,4,5,6,10,7,7,20,10,10,22,24,20,27,36,30,25,20,15,5,9,17,10,15,6,7,5,5,4,5,3,0,0
2063,29044,47148,Tlaxcala,Zacatelco,1001,0,0,0,0,0,1,0,5,2,3,9,5,15,13,10,25,13,24,18,20,8,22,22,20,28,13,14,24,27,14,9,13,5,7,14,14,9,13,9,12,23,7,13,23,19,22,41,60,63,51,46,23,25,27,15,12,19,13,10,5,11,7,4,1,1
2064,29045,6446,Tlaxcala,Benito Juárez,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,1,1,0,1,0,2,1,0,0,0,0,0,0,0
2065,29046,4836,Tlaxcala,Emiliano Zapata,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,1,1,0,1,1,0,1,1,0,0,0
2066,29047,3282,Tlaxcala,Lázaro Cárdenas,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,3,0,1,0,0,3,2,0,1,0,1,0,0,0,0,0,0,0,1,2,1,1,1,1,2,0,0,0,1,0,1,2,0,0,0,1,0,0,0
2067,29048,19967,Tlaxcala,La Magdalena Tlaltelulco,191,0,0,0,0,0,0,0,0,0,0,0,2,2,3,5,4,4,4,6,9,9,7,3,3,2,5,1,2,3,4,1,4,0,0,2,3,1,0,1,2,3,3,4,5,5,10,13,16,7,2,4,5,2,4,1,1,4,4,2,1,1,0,2,0,0
2068,29049,6022,Tlaxcala,San Damián Texóloc,51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,2,4,3,0,0,2,0,2,0,1,1,2,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,3,2,1,0,1,6,1,3,0,0,0,1,1,1,0,0,0,3,1,0,0
2069,29050,11502,Tlaxcala,San Francisco Tetlanohcan,118,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,1,0,3,1,7,7,2,3,5,1,1,0,5,0,0,0,2,0,0,1,2,0,1,2,2,1,0,1,7,2,3,5,7,5,1,3,3,2,0,2,6,1,1,4,1,2,5,4,0,0
2070,29051,4107,Tlaxcala,San Jerónimo Zacualpan,70,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,1,0,0,1,2,1,1,1,2,0,0,0,2,1,6,0,0,0,2,0,0,3,1,1,2,1,2,1,0,5,4,6,4,3,0,0,1,5,2,1,1,0,1,0,1,0,0
2071,29052,6421,Tlaxcala,San José Teacalco,49,0,0,0,0,0,0,0,0,0,1,0,0,2,4,2,2,2,0,0,1,3,2,1,1,1,1,0,2,0,0,1,0,0,0,2,1,0,4,0,1,0,0,1,0,0,0,4,0,3,1,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
2072,29053,8053,Tlaxcala,San Juan Huactzinco,85,0,0,0,0,0,0,0,0,0,2,0,0,2,3,1,1,3,3,3,2,3,6,1,3,4,3,2,0,4,3,0,0,0,1,0,0,0,0,0,0,0,1,1,6,0,3,4,6,4,2,1,0,0,0,0,1,1,3,0,0,2,0,0,0,0
2073,29054,6031,Tlaxcala,San Lorenzo Axocomanitla,89,0,0,0,0,0,0,0,0,0,1,0,4,3,0,1,0,0,2,0,2,1,1,2,1,2,7,1,1,0,0,1,0,1,0,0,1,0,0,2,1,0,0,3,2,0,3,5,9,6,4,3,3,2,4,1,3,0,0,0,3,1,2,0,0,0
2074,29055,3328,Tlaxcala,San Lucas Tecopilco,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,5,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2075,29056,8337,Tlaxcala,Santa Ana Nopalucan,82,0,0,0,0,0,0,0,0,0,3,1,5,3,2,2,4,1,0,4,3,0,0,0,3,2,2,1,1,1,1,1,1,1,4,3,0,0,1,0,2,0,1,0,3,5,2,5,3,3,2,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0
2076,29057,4944,Tlaxcala,Santa Apolonia Teacalco,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,0,2,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,3,0,1,3,1,6,4,2,0,0,1,0,0,0,4,1,1,1,0,0,0,0
2077,29058,9500,Tlaxcala,Santa Catarina Ayometla,130,0,0,0,0,0,0,0,0,0,1,1,3,0,0,2,3,1,2,2,2,3,0,1,2,2,3,3,3,3,0,2,1,2,1,0,1,0,1,3,4,0,2,2,9,1,8,1,8,11,4,2,6,3,4,5,0,1,5,0,3,2,0,1,0,0
2078,29059,7664,Tlaxcala,Santa Cruz Quilehtla,43,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,1,1,2,0,0,1,0,0,2,0,0,1,1,0,0,0,0,1,2,1,1,0,0,0,2,0,1,2,4,4,2,1,0,3,1,1,0,0,0,1,0,1,0,1,0,0
2079,29060,5367,Tlaxcala,Santa Isabel Xiloxoxtla,60,0,0,0,0,0,0,1,0,3,3,0,1,1,2,0,1,0,0,0,0,2,1,3,2,1,3,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,1,0,2,6,2,3,1,3,1,2,1,0,0,2,3,1,0,0,0,0,0,0
2080,30001,9131,Veracruz de Ignacio de la Llave,Acajete,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,2,0,1,0,0,0,0,1,2,1,1,0,0,0,1,1,1,1,3,1,0,1,0,0,0,2,1,2,0,1,0,0,0
2081,30002,3344,Veracruz de Ignacio de la Llave,Acatlán,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2082,30003,91195,Veracruz de Ignacio de la Llave,Acayucan,241,0,0,0,0,0,0,0,0,0,3,2,3,4,0,9,7,15,16,13,13,12,16,14,8,7,4,1,2,2,3,1,3,2,2,1,0,1,0,1,4,6,0,0,2,3,1,4,4,8,3,12,1,4,6,1,3,2,2,3,0,4,2,1,0,0
2083,30004,45818,Veracruz de Ignacio de la Llave,Actopan,146,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,5,2,3,8,8,2,7,3,5,6,6,4,1,8,9,1,1,0,2,3,0,0,5,1,3,4,4,2,4,3,5,0,3,3,2,7,1,2,0,1,0,1,4,1,0,1,0,0,0
2084,30005,5690,Veracruz de Ignacio de la Llave,Acula,22,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,4,2,0,1,0,0,2,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2085,30006,23921,Veracruz de Ignacio de la Llave,Acultzingo,79,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,1,2,0,0,3,3,3,3,3,1,5,3,2,0,0,0,1,2,2,3,0,0,0,2,1,2,2,0,0,3,5,2,3,2,0,2,2,0,2,2,1,4,0,1,0,0,0,0,0
2086,30007,6820,Veracruz de Ignacio de la Llave,Camarón de Tejeda,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
