,cve_ent,poblacion,Nom_Ent,nom_mun,Total,febrero20,marzo20,abril20,mayo20,junio20,julio20,agosto20,septiembre20,octubre20,noviembre20,diciembre20,enero21,febrero21,marzo21
1588,21022,12950,Puebla,Atzitzihuacán,18,0,0,1,1,1,0,1,2,1,2,3,3,2,1
1589,21023,9727,Puebla,Atzitzintla,8,0,0,0,0,1,0,0,1,1,1,0,3,1,0
1590,21024,981,Puebla,Axutla,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1591,21025,9105,Puebla,Ayotoxco de Guerrero,20,0,0,0,0,3,0,5,6,3,0,0,0,3,0
1592,21026,15345,Puebla,Calpan,54,0,0,1,3,9,9,4,0,4,5,2,14,3,0
1593,21027,4148,Puebla,Caltepec,7,0,0,0,1,2,0,0,0,0,0,0,4,0,0
1594,21028,2789,Puebla,Camocuautla,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1595,21029,3932,Puebla,Caxhuacan,4,0,0,0,0,0,0,0,0,1,1,0,2,0,0
1596,21030,795,Puebla,Coatepec,5,0,0,0,0,0,0,0,1,0,0,1,2,1,0
1597,21031,3119,Puebla,Coatzingo,9,0,0,0,0,2,0,1,0,3,0,1,1,1,0
1598,21032,1415,Puebla,Cohetzala,7,0,0,1,2,0,1,1,1,0,0,0,1,0,0
1599,21033,5174,Puebla,Cohuecan,8,0,0,0,0,0,0,1,2,0,0,2,1,2,0
1600,21034,43151,Puebla,Coronango,253,0,2,5,9,18,38,19,20,12,7,41,40,36,6
1601,21035,21827,Puebla,Coxcatlán,112,0,0,0,2,8,12,10,8,3,6,12,28,19,4
1602,21036,14840,Puebla,Coyomeapan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1603,21037,2449,Puebla,Coyotepec,13,0,0,1,0,3,1,1,1,0,2,1,2,1,0
1604,21038,10686,Puebla,Cuapiaxtla de Madero,26,0,0,0,4,6,7,0,0,2,2,1,3,1,0
1605,21039,9886,Puebla,Cuautempan,6,0,0,0,2,0,0,1,1,0,0,1,0,1,0
1606,21040,10918,Puebla,Cuautinchán,26,0,0,0,1,1,6,2,2,1,2,0,6,5,0
1607,21041,126781,Puebla,Cuautlancingo,1135,0,5,5,32,138,125,91,55,65,78,154,257,106,24
1608,21042,3296,Puebla,Cuayuca de Andrade,10,0,0,0,0,0,0,1,0,1,0,1,3,3,1
1609,21043,51238,Puebla,Cuetzalan del Progreso,56,0,0,2,1,3,8,8,3,10,4,2,8,5,2
1610,21044,16688,Puebla,Cuyoaco,42,0,0,1,2,2,7,3,10,2,2,4,5,4,0
1611,21045,50167,Puebla,Chalchicomula de Sesma,262,0,2,0,14,30,76,28,14,9,12,24,36,16,1
1612,21046,8254,Puebla,Chapulco,22,0,0,1,1,2,3,0,0,1,0,3,5,5,1
1613,21047,21127,Puebla,Chiautla,182,0,0,12,1,11,16,8,8,6,7,13,57,32,11
1614,21048,21492,Puebla,Chiautzingo,122,0,1,4,7,9,20,15,4,5,5,15,18,17,2
1615,21049,17625,Puebla,Chiconcuautla,6,0,0,0,0,0,2,0,1,2,0,1,0,0,0
1616,21050,27408,Puebla,Chichiquila,15,0,0,0,0,0,2,0,0,1,0,1,7,4,0
1617,21051,36514,Puebla,Chietla,284,0,2,3,5,13,47,19,8,7,4,11,146,19,0
1618,21052,1259,Puebla,Chigmecatitlán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619,21053,66338,Puebla,Chignahuapan,533,0,0,3,12,32,78,65,27,20,22,148,88,36,2
1620,21054,36244,Puebla,Chignautla,143,0,0,1,2,5,18,31,23,10,7,6,16,19,5
1621,21055,4862,Puebla,Chila,13,0,0,0,1,0,0,1,1,3,0,1,6,0,0
1622,21056,1498,Puebla,Chila de la Sal,9,0,0,1,0,0,1,0,1,1,1,0,3,1,0
1623,21057,8363,Puebla,Honey,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1624,21058,20984,Puebla,Chilchotla,18,0,0,2,3,0,2,1,2,3,1,0,3,1,0
1625,21059,2408,Puebla,Chinantla,12,0,0,1,2,1,0,1,1,0,0,0,4,2,0
1626,21060,7936,Puebla,Domingo Arenas,14,0,0,2,1,2,3,0,1,1,1,0,2,1,0
1627,21061,13471,Puebla,Eloxochitlán,3,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1628,21062,5100,Puebla,Epatlán,21,0,0,0,0,5,2,2,0,2,2,1,4,3,0
1629,21063,15794,Puebla,Esperanza,31,0,0,2,4,5,6,3,0,0,0,1,4,5,1
1630,21064,17984,Puebla,Francisco Z. Mena,15,0,0,0,1,0,2,1,1,1,2,2,4,1,0
1631,21065,21893,Puebla,General Felipe Ángeles,19,0,0,0,1,2,9,1,0,2,1,2,0,0,1
1632,21066,6121,Puebla,Guadalupe,44,0,0,0,0,0,5,2,1,0,1,5,19,11,0
1633,21067,18052,Puebla,Guadalupe Victoria,46,0,0,2,6,8,5,8,0,0,4,0,5,8,0
1634,21068,8157,Puebla,Hermenegildo Galeana,4,0,0,0,0,1,0,0,0,0,0,1,0,2,0
1635,21069,26310,Puebla,Huaquechula,63,0,0,4,0,15,4,5,3,2,3,6,15,4,2
1636,21070,6848,Puebla,Huatlatlauca,10,0,0,0,1,3,2,2,0,0,0,1,1,0,0
1637,21071,111389,Puebla,Huauchinango,862,0,0,6,66,95,106,131,98,41,29,90,139,56,5
1638,21072,19663,Puebla,Huehuetla,19,0,0,0,1,6,3,1,2,2,1,0,2,1,0
1639,21073,8989,Puebla,Huehuetlán el Chico,72,0,0,2,3,3,14,15,5,2,4,8,15,1,0
1640,21074,78403,Puebla,Huejotzingo,906,0,2,9,64,146,171,107,31,30,41,82,149,55,19
1641,21075,13559,Puebla,Hueyapan,16,0,0,0,2,1,2,1,3,0,0,3,3,1,0
1642,21076,27794,Puebla,Hueytamalco,57,0,0,0,3,1,9,11,5,3,3,4,5,7,6
1643,21077,5785,Puebla,Hueytlalpan,7,0,0,0,0,3,0,0,2,0,1,1,0,0,0
1644,21078,15926,Puebla,Huitzilan de Serdán,22,0,0,0,0,0,10,8,1,1,0,0,1,1,0
1645,21079,5807,Puebla,Huitziltepec,15,0,0,1,0,2,3,2,2,0,3,0,0,1,1
1646,21080,2817,Puebla,Atlequizayan,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1647,21081,3798,Puebla,Ixcamilpa de Guerrero,8,0,0,0,0,1,0,1,0,0,0,2,4,0,0
1648,21082,9411,Puebla,Ixcaquixtla,46,0,0,1,3,2,13,5,3,0,1,0,14,2,2
1649,21083,25772,Puebla,Ixtacamaxtitlán,36,0,0,1,1,2,4,5,2,3,1,4,8,4,1
1650,21084,7501,Puebla,Ixtepec,10,0,0,0,0,2,2,4,2,0,0,0,0,0,0
1651,21085,82453,Puebla,Izúcar de Matamoros,717,0,8,26,21,44,55,24,26,34,32,90,207,136,14
1652,21086,12830,Puebla,Jalpan,18,0,0,1,1,2,2,1,4,0,0,0,3,4,0
1653,21087,13814,Puebla,Jolalpan,16,0,0,0,2,1,3,2,3,0,0,1,1,3,0
1654,21088,4833,Puebla,Jonotla,7,0,0,0,1,0,0,3,0,0,0,0,0,3,0
1655,21089,13788,Puebla,Jopala,19,0,0,0,2,0,5,5,3,1,0,3,0,0,0
1656,21090,22555,Puebla,Juan C. Bonilla,126,0,0,1,6,15,11,5,7,2,14,20,26,16,3
1657,21091,11422,Puebla,Juan Galindo,73,0,0,0,4,10,6,7,8,3,0,10,17,8,0
1658,21092,5578,Puebla,Juan N. Méndez,5,0,0,0,0,0,1,0,0,0,1,0,3,0,0
1659,21093,8243,Puebla,Lafragua,8,0,0,0,0,1,1,3,0,0,2,0,0,1,0
1660,21094,36010,Puebla,Libres,141,0,0,1,9,10,27,17,7,2,4,19,26,17,2
1661,21095,594,Puebla,La Magdalena Tlatlauquitepec,4,0,0,0,0,0,0,1,0,0,2,0,1,0,0
1662,21096,3005,Puebla,Mazapiltepec de Juárez,13,0,0,0,1,1,6,1,0,0,0,0,3,1,0
1663,21097,2501,Puebla,Mixtla,6,0,0,0,1,1,0,0,0,0,1,1,1,1,0
1664,21098,6574,Puebla,Molcaxac,28,0,0,0,2,6,6,1,2,0,0,1,7,3,0
1665,21099,20442,Puebla,Cañada Morelos,17,0,0,0,2,1,3,3,1,0,0,2,4,0,1
1666,21100,10494,Puebla,Naupan,18,0,0,2,1,3,2,1,1,1,1,0,2,4,0
1667,21101,3644,Puebla,Nauzontla,6,0,0,0,0,2,0,1,0,0,0,0,0,3,0
1668,21102,13190,Puebla,Nealtican,35,0,0,0,2,3,8,10,0,0,5,4,3,0,0
1669,21103,6672,Puebla,Nicolás Bravo,18,0,0,0,1,3,7,2,0,0,0,3,2,0,0
1670,21104,33027,Puebla,Nopalucan,82,0,0,0,4,13,11,12,8,2,0,3,11,14,4
1671,21105,5066,Puebla,Ocotepec,8,0,0,0,0,0,0,2,0,1,2,1,0,2,0
1672,21106,29976,Puebla,Ocoyucan,158,0,0,6,26,32,31,15,5,1,10,9,11,7,5
1673,21107,12372,Puebla,Olintla,8,0,0,1,0,1,2,0,0,0,0,3,1,0,0
1674,21108,19352,Puebla,Oriental,75,0,0,1,5,6,17,9,1,2,5,4,17,8,0
1675,21109,23302,Puebla,Pahuatlán,28,0,0,0,2,0,1,2,3,2,0,8,7,3,0
1676,21110,48935,Puebla,Palmar de Bravo,111,0,0,0,7,20,25,7,8,5,3,6,21,6,3
1677,21111,19514,Puebla,Pantepec,17,0,0,0,1,1,1,3,2,1,0,2,3,2,1
1678,21112,10239,Puebla,Petlalcingo,25,0,0,0,0,2,0,7,1,2,2,1,8,2,0
1679,21113,4631,Puebla,Piaxtla,20,0,0,1,0,1,4,1,3,0,0,2,6,2,0
1680,21114,1698509,Puebla,Puebla,47086,0,99,411,1869,5809,6017,3957,2436,2528,3086,5865,9004,4943,1062
1681,21115,54012,Puebla,Quecholac,74,0,0,2,1,5,19,4,3,8,8,2,13,3,6
1682,21116,23329,Puebla,Quimixtlán,13,0,0,1,1,1,3,0,0,0,0,1,6,0,0
1683,21117,14754,Puebla,Rafael Lara Grajales,93,0,0,0,9,8,18,18,1,2,3,2,20,10,2
1684,21118,29171,Puebla,Los Reyes de Juárez,55,0,0,7,8,13,6,8,2,1,0,1,7,2,0
1685,21119,154192,Puebla,San Andrés Cholula,1976,0,22,43,90,241,250,199,120,100,145,270,315,129,52
1686,21120,5871,Puebla,San Antonio Cañada,12,0,0,0,2,2,2,1,1,0,1,0,1,1,1
1687,21121,1267,Puebla,San Diego la Mesa Tochimiltzingo,3,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1688,21122,11025,Puebla,San Felipe Teotlalcingo,50,0,0,4,6,6,5,6,6,0,2,1,9,5,0
1689,21123,4143,Puebla,San Felipe Tepatlán,4,0,0,0,1,0,1,1,1,0,0,0,0,0,0
1690,21124,16701,Puebla,San Gabriel Chilac,27,0,0,1,2,6,6,1,1,1,0,2,6,0,1
1691,21125,9608,Puebla,San Gregorio Atzompa,64,0,0,1,4,5,6,9,9,2,0,6,18,3,1
1692,21126,6639,Puebla,San Jerónimo Tecuanipan,20,0,0,0,0,2,3,2,0,0,0,4,6,3,0
1693,21127,3675,Puebla,San Jerónimo Xayacatlán,12,0,0,0,2,1,1,2,0,2,2,0,1,1,0
1694,21128,9309,Puebla,San José Chiapa,60,0,0,0,2,6,10,6,6,5,0,7,10,7,1
1695,21129,14148,Puebla,San José Miahuatlán,30,0,0,0,1,2,3,0,4,1,0,10,8,1,0
1696,21130,3545,Puebla,San Juan Atenco,15,0,0,0,0,5,4,1,0,0,2,0,1,1,1
1697,21131,939,Puebla,San Juan Atzompa,4,0,0,0,0,0,0,0,0,0,0,1,3,0,0
1698,21132,162438,Puebla,San Martín Texmelucan,1855,0,0,14,84,222,246,136,91,111,129,276,385,133,28
1699,21133,674,Puebla,San Martín Totoltepec,6,0,0,0,0,0,2,0,1,0,0,1,2,0,0
1700,21134,21644,Puebla,San Matías Tlalancaleca,109,0,0,4,5,13,17,6,6,5,3,9,23,14,4
1701,21135,537,Puebla,San Miguel Ixitlán,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1702,21136,13310,Puebla,San Miguel Xoxtla,82,0,0,1,4,5,16,5,6,3,6,7,9,19,1
1703,21137,10491,Puebla,San Nicolás Buenos Aires,29,0,0,0,2,5,11,3,0,0,2,3,1,2,0
1704,21138,12430,Puebla,San Nicolás de los Ranchos,44,0,0,1,5,7,6,4,2,1,2,8,4,3,1
1705,21139,3778,Puebla,San Pablo Anicano,12,0,0,1,0,1,0,1,1,0,1,2,2,3,0
1706,21140,139635,Puebla,San Pedro Cholula,1789,0,6,33,82,214,167,99,43,88,103,223,405,258,68
1707,21141,3520,Puebla,San Pedro Yeloixtlahuaca,23,0,0,1,0,0,2,1,0,3,1,5,7,2,1
1708,21142,32230,Puebla,San Salvador el Seco,186,0,0,7,12,37,52,19,9,10,2,5,20,11,2
1709,21143,33443,Puebla,San Salvador el Verde,203,0,0,3,10,23,27,25,15,13,16,23,30,16,2
1710,21144,15860,Puebla,San Salvador Huixcolotla,67,0,1,1,5,28,14,8,2,1,0,1,4,2,0
1711,21145,14734,Puebla,San Sebastián Tlacotepec,4,0,0,0,0,1,2,0,0,1,0,0,0,0,0
1712,21146,853,Puebla,Santa Catarina Tlaltempan,9,0,0,0,0,0,0,2,1,0,0,1,2,3,0
1713,21147,6712,Puebla,Santa Inés Ahuatempan,16,0,0,0,1,3,4,1,0,0,0,0,1,6,0
1714,21148,9425,Puebla,Santa Isabel Cholula,33,0,0,1,5,8,2,3,1,2,1,0,6,3,1
1715,21149,27176,Puebla,Santiago Miahuatlán,132,0,0,0,0,6,17,14,1,1,1,31,32,21,8
1716,21150,7648,Puebla,Huehuetlán el Grande,8,0,0,0,0,0,0,0,1,0,2,1,0,2,2
1717,21151,9100,Puebla,Santo Tomás Hueyotlipan,33,0,0,0,3,6,6,0,8,1,0,2,6,0,1
1718,21152,13062,Puebla,Soltepec,47,0,0,0,3,6,7,9,0,0,1,2,12,7,0
1719,21153,23518,Puebla,Tecali de Herrera,132,0,0,2,14,20,26,8,11,4,5,10,20,11,1
1720,21154,81930,Puebla,Tecamachalco,468,0,0,6,18,72,125,68,17,17,18,37,43,35,12
1721,21155,6052,Puebla,Tecomatlán,121,0,0,1,1,2,4,8,10,5,1,11,38,35,5
1722,21156,339077,Puebla,Tehuacán,3033,0,2,24,88,428,586,210,71,84,108,202,540,523,167
1723,21157,11865,Puebla,Tehuitzingo,66,0,0,0,2,6,7,1,3,6,2,3,20,14,2
1724,21158,7527,Puebla,Tenampulco,9,0,0,0,0,0,2,1,2,0,0,2,0,2,0
1725,21159,3938,Puebla,Teopantlán,15,0,0,0,0,0,1,2,1,0,0,1,3,6,1
1726,21160,3336,Puebla,Teotlalco,15,0,0,0,1,5,1,1,0,1,1,0,2,3,0
1727,21161,21821,Puebla,Tepanco de López,80,0,0,0,3,8,17,6,0,1,2,6,14,15,8
1728,21162,4349,Puebla,Tepango de Rodríguez,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1729,21163,18470,Puebla,Tepatlaxco de Hidalgo,56,0,0,0,5,19,13,4,1,2,0,4,2,5,1
1730,21164,85594,Puebla,Tepeaca,492,0,0,2,28,102,74,43,29,15,27,83,58,24,7
1731,21165,1158,Puebla,Tepemaxalco,8,0,0,0,0,0,1,0,0,0,0,0,5,1,1
1732,21166,9003,Puebla,Tepeojuma,43,0,1,0,2,2,2,4,5,0,3,6,16,2,0
1733,21167,12058,Puebla,Tepetzintla,5,0,0,0,0,1,0,0,3,0,0,0,1,0,0
1734,21168,7196,Puebla,Tepexco,22,0,0,0,0,4,3,1,1,0,0,6,6,1,0
1735,21169,22408,Puebla,Tepexi de Rodríguez,116,0,0,4,3,28,14,7,7,3,2,2,24,19,3
1736,21170,18007,Puebla,Tepeyahualco,37,0,0,0,3,7,3,8,2,1,1,3,2,5,2
1737,21171,3794,Puebla,Tepeyahualco de Cuauhtémoc,11,0,0,0,0,4,3,0,0,0,0,0,1,3,0
1738,21172,29767,Puebla,Tetela de Ocampo,56,0,0,1,1,12,5,3,13,1,6,5,6,2,1
1739,21173,6283,Puebla,Teteles de Avila Castillo,18,0,0,0,0,0,3,1,1,2,4,1,2,4,0
1740,21174,104906,Puebla,Teziutlán,1501,0,1,3,15,42,280,203,135,112,152,144,220,158,36
1741,21175,13396,Puebla,Tianguismanalco,22,0,0,0,2,2,3,1,2,0,2,7,2,1,0
1742,21176,9094,Puebla,Tilapa,34,0,0,0,0,2,1,4,2,0,3,5,14,3,0
1743,21177,55208,Puebla,Tlacotepec de Benito Juárez,64,0,0,1,8,10,6,10,3,2,2,9,6,4,3
1744,21178,17687,Puebla,Tlacuilotepec,17,0,0,0,0,0,2,2,0,2,1,1,6,1,2
1745,21179,30963,Puebla,Tlachichuca,114,0,0,1,13,27,22,13,6,2,7,4,13,6,0
1746,21180,42437,Puebla,Tlahuapan,125,0,0,1,8,18,21,8,8,13,9,5,15,17,2
1747,21181,7485,Puebla,Tlaltenango,31,0,0,0,1,2,7,3,4,1,0,1,7,4,1
1748,21182,5299,Puebla,Tlanepantla,28,0,0,0,0,6,7,1,1,1,1,2,3,5,1
1749,21183,21336,Puebla,Tlaola,35,0,0,0,2,2,6,0,3,0,2,3,11,6,0
1750,21184,6860,Puebla,Tlapacoya,8,0,0,0,0,0,1,0,1,1,0,1,1,1,2
1751,21185,8960,Puebla,Tlapanalá,21,0,2,1,0,2,1,1,0,0,0,4,6,4,0
1752,21186,57203,Puebla,Tlatlauquitepec,166,0,0,0,7,7,18,34,18,4,15,8,38,11,6
1753,21187,5665,Puebla,Tlaxco,8,0,0,0,0,1,3,0,0,2,0,1,1,0,0
1754,21188,18990,Puebla,Tochimilco,22,0,0,0,0,1,1,4,3,2,1,6,3,0,1
1755,21189,22451,Puebla,Tochtepec,77,0,0,0,7,17,17,8,1,2,2,4,12,6,1
1756,21190,1283,Puebla,Totoltepec de Guerrero,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
1757,21191,9993,Puebla,Tulcingo,116,0,4,5,2,8,7,5,11,9,0,11,43,11,0
1758,21192,6767,Puebla,Tuzamapan de Galeana,7,0,0,0,1,0,0,2,0,0,1,2,0,1,0
1759,21193,7427,Puebla,Tzicatlacoyan,8,0,0,0,0,2,1,0,0,1,0,1,1,1,1
1760,21194,31183,Puebla,Venustiano Carranza,63,0,0,1,3,7,4,11,7,5,1,5,11,8,0
1761,21195,25910,Puebla,Vicente Guerrero,6,0,0,0,0,0,1,0,1,0,2,0,2,0,0
1762,21196,1665,Puebla,Xayacatlán de Bravo,11,0,0,0,0,0,0,1,3,2,0,0,5,0,0
1763,21197,86069,Puebla,Xicotepec,320,0,0,6,15,34,46,36,26,25,15,31,55,27,4
1764,21198,1276,Puebla,Xicotlán,6,0,0,0,0,0,1,0,0,3,0,0,0,2,0
1765,21199,42668,Puebla,Xiutetelco,95,0,0,2,6,9,21,18,4,1,8,6,13,3,4
1766,21200,3624,Puebla,Xochiapulco,3,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1767,21201,3496,Puebla,Xochiltepec,9,0,0,0,0,0,2,1,0,1,2,0,2,1,0
1768,21202,13403,Puebla,Xochitlán de Vicente Suárez,8,0,0,1,0,0,1,0,2,0,0,0,0,4,0
1769,21203,6819,Puebla,Xochitlán Todos Santos,5,0,0,0,0,0,2,1,0,1,0,1,0,0,0
1770,21204,8478,Puebla,Yaonáhuac,20,0,0,0,0,3,1,3,2,0,0,1,4,6,0
1771,21205,26450,Puebla,Yehualtepec,44,0,0,0,4,0,11,5,3,0,2,0,10,2,7
1772,21206,4666,Puebla,Zacapala,9,0,0,0,0,3,3,0,0,1,1,1,0,0,0
1773,21207,58800,Puebla,Zacapoaxtla,219,0,0,4,9,22,45,32,8,11,3,12,45,19,9
1774,21208,87692,Puebla,Zacatlán,517,0,0,3,11,25,82,55,71,22,35,50,116,39,8
1775,21209,8979,Puebla,Zapotitlán,24,0,0,0,1,1,6,4,0,0,0,0,6,5,1
1776,21210,5936,Puebla,Zapotitlán de Méndez,8,0,0,0,0,0,0,2,2,1,0,0,3,0,0
1777,21211,17284,Puebla,Zaragoza,63,0,0,1,5,7,3,4,4,3,6,3,20,5,2
1778,21212,20226,Puebla,Zautla,28,0,0,2,1,3,6,0,0,5,0,3,1,7,0
1779,21213,14075,Puebla,Zihuateutla,14,0,0,0,0,2,1,1,3,0,3,0,0,3,1
1780,21214,18089,Puebla,Zinacatepec,41,0,0,3,12,1,6,4,1,0,0,0,4,9,1
1781,21215,5240,Puebla,Zongozotla,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1782,21216,2583,Puebla,Zoquiapan,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1783,21217,19699,Puebla,Zoquitlán,4,0,0,1,1,0,0,0,0,0,1,0,1,0,0
1784,22001,68441,Querétaro,Amealco de Bonfil,247,0,0,1,4,5,2,9,9,12,32,45,56,62,10
1785,22002,28189,Querétaro,Pinal de Amoles,135,0,0,0,2,2,5,14,14,18,12,13,28,19,8
1786,22003,14789,Querétaro,Arroyo Seco,73,0,0,0,0,1,5,2,4,6,9,18,20,6,2
1787,22004,76829,Querétaro,Cadereyta de Montes,774,0,0,2,16,10,23,37,32,49,69,134,220,153,29
1788,22005,69112,Querétaro,Colón,398,0,0,1,9,17,16,18,19,29,40,37,95,99,18
1789,22006,208076,Querétaro,Corregidora,3805,0,3,14,50,68,146,152,191,357,557,749,933,465,120
1790,22007,45877,Querétaro,Ezequiel Montes,398,0,0,2,4,10,20,34,26,21,31,54,125,63,8
1791,22008,42305,Querétaro,Huimilpan,206,0,0,0,6,5,1,12,7,15,32,45,44,24,15
1792,22009,29625,Querétaro,Jalpan de Serra,480,0,0,1,13,4,34,48,36,92,70,78,82,20,2
1793,22010,20313,Querétaro,Landa de Matamoros,66,0,0,0,0,0,8,5,10,4,14,6,17,1,1
1794,22011,178672,Querétaro,El Marqués,3257,0,3,7,45,73,102,142,128,186,397,547,912,579,136
1795,22012,76411,Querétaro,Pedro Escobedo,1216,0,0,0,17,27,71,62,36,70,147,202,347,194,43
1796,22013,21988,Querétaro,Peñamiller,89,0,0,0,2,1,0,3,1,2,7,10,30,23,10
1797,22014,976939,Querétaro,Querétaro,43340,0,29,93,573,841,1325,1922,1861,3984,7034,7372,11369,5408,1529
1798,22015,10323,Querétaro,San Joaquín,115,0,0,0,1,0,2,1,0,1,4,24,48,31,3
1799,22016,301541,Querétaro,San Juan del Río,4408,0,2,10,122,99,150,160,225,286,481,708,1093,836,236
1800,22017,78742,Querétaro,Tequisquiapan,580,0,0,1,18,12,19,29,13,22,64,67,163,127,45
1801,22018,31465,Querétaro,Tolimán,207,0,0,0,3,2,4,4,4,12,31,40,74,25,8
1802,23001,101106,Quintana Roo,Cozumel,648,0,6,16,30,71,150,103,58,36,18,46,69,35,10
1803,23002,93104,Quintana Roo,Felipe Carrillo Puerto,458,0,0,2,21,28,155,91,33,23,22,28,32,22,1
1804,23003,23070,Quintana Roo,Isla Mujeres,276,0,2,6,13,12,61,78,37,10,7,17,23,9,1
1805,23004,265298,Quintana Roo,Othón P. Blanco,5167,0,2,22,99,630,1353,716,408,281,240,495,565,291,65
1806,23005,844698,Quintana Roo,Benito Juárez,9886,0,76,648,731,923,1671,914,695,679,455,698,1606,641,149
1807,23006,42799,Quintana Roo,José María Morelos,168,0,0,3,2,6,46,54,14,13,14,7,7,1,1
1808,23007,31385,Quintana Roo,Lázaro Cárdenas,387,0,0,4,4,53,98,98,49,11,12,33,20,5,0
1809,23008,239850,Quintana Roo,Solidaridad,2739,0,23,147,191,277,493,245,157,137,128,210,435,241,55
1810,23009,36866,Quintana Roo,Tulum,403,0,3,9,11,49,90,60,26,27,22,32,44,26,4
1811,23010,45083,Quintana Roo,Bacalar,326,0,1,0,8,16,79,104,43,10,11,13,27,10,4
1812,24001,19020,San Luis Potosí,Ahualulco,196,0,0,0,1,3,44,16,11,11,17,29,40,18,6
1813,24002,8682,San Luis Potosí,Alaquines,15,0,0,0,0,1,3,1,1,0,2,1,4,2,0
1814,24003,50884,San Luis Potosí,Aquismón,132,0,0,1,17,11,46,21,10,5,2,2,13,4,0
1815,24004,4313,San Luis Potosí,Armadillo de los Infante,32,0,0,0,0,0,7,6,1,2,0,3,11,0,2
1816,24005,19719,San Luis Potosí,Cárdenas,241,0,0,0,0,11,25,32,24,14,22,59,47,7,0
1817,24006,10209,San Luis Potosí,Catorce,56,0,0,0,3,8,5,5,5,0,4,7,18,1,0
1818,24007,20098,San Luis Potosí,Cedral,208,0,0,0,0,3,37,23,12,9,8,11,68,30,7
1819,24008,22722,San Luis Potosí,Cerritos,165,0,0,0,0,3,13,11,11,15,18,40,39,14,1
1820,24009,4762,San Luis Potosí,Cerro de San Pedro,50,0,0,2,5,1,8,8,2,5,6,1,11,0,1
1821,24010,35725,San Luis Potosí,Ciudad del Maíz,97,0,0,0,1,7,23,23,5,4,6,6,13,7,2
1822,24011,47527,San Luis Potosí,Ciudad Fernández,638,0,0,3,10,30,88,56,42,63,54,29,141,112,10
1823,24012,21674,San Luis Potosí,Tancanhuitz,209,0,0,0,8,10,86,41,1,1,3,9,24,15,11
1824,24013,187772,San Luis Potosí,Ciudad Valles,4180,0,0,5,147,376,1671,638,233,167,137,171,403,210,22
1825,24014,16224,San Luis Potosí,Coxcatlán,91,0,0,1,0,14,22,21,5,0,9,6,10,3,0
1826,24015,21918,San Luis Potosí,Charcas,266,0,0,0,2,6,20,65,25,36,15,18,53,20,6
1827,24016,45721,San Luis Potosí,Ebano,210,0,0,1,9,5,42,57,31,13,9,8,19,9,7
1828,24017,27705,San Luis Potosí,Guadalcázar,63,0,0,0,1,2,6,10,3,1,4,15,15,4,2
1829,24018,16719,San Luis Potosí,Huehuetlán,91,0,0,1,3,17,19,17,4,1,2,11,7,9,0
1830,24019,5775,San Luis Potosí,Lagunillas,33,0,0,0,0,2,5,0,0,2,1,6,13,4,0
1831,24020,104218,San Luis Potosí,Matehuala,2656,0,2,2,9,79,571,381,155,175,170,192,697,187,36
1832,24021,59381,San Luis Potosí,Mexquitic de Carmona,576,0,0,0,12,22,74,67,47,73,76,58,84,44,19
1833,24022,20338,San Luis Potosí,Moctezuma,66,0,0,0,0,10,14,5,5,4,8,4,11,5,0
1834,24023,16295,San Luis Potosí,Rayón,73,0,0,0,0,2,8,6,7,4,7,12,22,4,1
1835,24024,98982,San Luis Potosí,Rioverde,1567,0,0,0,21,61,210,173,115,182,154,106,369,141,35
1836,24025,33222,San Luis Potosí,Salinas,280,0,0,0,2,21,33,28,11,25,32,24,96,6,2
1837,24026,9765,San Luis Potosí,San Antonio,31,0,0,0,1,4,9,3,1,1,1,1,3,7,0
1838,24027,10793,San Luis Potosí,San Ciro de Acosta,77,0,0,0,0,8,10,11,5,3,4,8,19,8,1
1839,24028,870578,San Luis Potosí,San Luis Potosí,35138,0,38,62,345,974,3598,4293,3137,4198,4318,3931,7011,2705,528
1840,24029,22089,San Luis Potosí,San Martín Chalchicuautla,104,0,0,0,6,5,25,8,8,14,17,5,15,0,1
1841,24030,5396,San Luis Potosí,San Nicolás Tolentino,17,0,0,0,1,1,3,3,0,0,2,2,5,0,0
1842,24031,12287,San Luis Potosí,Santa Catarina,18,0,0,0,3,2,4,1,0,1,1,1,3,1,1
1843,24032,41789,San Luis Potosí,Santa María del Río,626,0,0,8,7,29,52,62,69,58,64,105,113,40,19
1844,24033,12592,San Luis Potosí,Santo Domingo,50,0,0,0,2,3,3,4,6,7,14,7,1,3,0
1845,24034,15504,San Luis Potosí,San Vicente Tancuayalab,70,0,0,0,0,24,30,5,2,1,1,0,6,1,0
